regulator,target
GABBR1,PWP1
GABBR1,GALK1
GABBR1,ARHGAP29
GABBR1,CST3
GABBR1,ASPH
GABBR1,CHMP4B
GABBR1,COTL1
GABBR1,MAPK8
GABBR1,CREB3L2
GABBR1,CDC16
GABBR1,RFFL
GABBR1,TMEM30A
GABBR1,TMEM214
GABBR1,ATP6V0A1
GABBR1,NIPSNAP1
GABBR1,XRCC5
GABBR1,TRAM1
GABBR1,SSR1
GABBR1,MAFK
GABBR1,EXT2
GABBR1,TBRG1
GABBR1,H13
GABBR1,TMOD3
GABBR1,OSTC
GABBR1,GTF2B
GABBR1,DARS
GABBR1,XPNPEP1
GABBR1,STAT3
GABBR1,GNS
GABBR1,TXNDC5
GABBR1,BAG2
GABBR1,POFUT2
GABBR1,DERL1
GABBR1,DNAJC3
GABBR1,HEATR1
GABBR1,NFXL1
GABBR1,FBRSL1
GABBR1,LY75
GABBR1,CDC42SE2
GABBR1,TFRC
GABBR1,KAT5
GABBR1,GMNN
GABBR1,MYDGF
GABBR1,MARC2
GABBR1,CBFA2T2
GABBR1,PDIA5
GABBR1,HDAC1
GABBR1,QSOX1
GABBR1,WDR11
GABBR1,LEO1
GABBR1,ME1
GABBR1,VAMP3
GABBR1,RTN3
GABBR1,RAB2A
GABBR1,SNX2
GABBR1,DNAJC10
GABBR1,P4HA1
GABBR1,DPF2
GABBR1,GLDC
GABBR1,CPOX
GABBR1,TCOF1
GABBR1,DCTPP1
GABBR1,ZFP322A
GABBR1,HDLBP
GABBR1,GGA2
GABBR1,FGFR4
GABBR1,PSEN1
GABBR1,CALU
GABBR1,ACTL6A
GABBR1,COLGALT1
GABBR1,GNAI3
GABBR1,VKORC1
GABBR1,TTC39B
GABBR1,PPIB
GABBR1,LRRC59
GABBR1,ANO10
GABBR1,EDEM1
GABBR1,MSH2
GABBR1,MTF2
GABBR1,CARHSP1
GABBR1,USP16
GABBR1,SEC11A
GABBR1,NSL1
GABBR1,PHRF1
GABBR1,KDELC2
GABBR1,GHR
GABBR1,ACBD3
GABBR1,TMED9
GABBR1,KDELR2
GABBR1,CTR9
GABBR1,OSBP
GABBR1,LAMP1
GABBR1,P4HA2
GABBR1,MDN1
GABBR1,ITGB1
GABBR1,GLIPR2
GABBR1,MED1
GABBR1,MPHOSPH8
GABBR1,PATJ
GABBR1,EP400
GABBR1,GNPTAB
GABBR1,YEATS4
GABBR1,IKBIP
GABBR1,APAF1
GABBR1,ADAM10
GABBR1,ALPL
GABBR1,GNG10
GABBR1,IMPDH2
GABBR1,TMBIM6
GABBR1,PTOV1
GABBR1,DDOST
GABBR1,TMED10
GABBR1,SMYD2
GABBR1,CPD
GABBR1,TMEM9B
GABBR1,REEP5
GABBR1,CXXC1
GABBR1,MEN1
GABBR1,GXYLT1
GABBR1,HIP1
GABBR1,RNF2
GABBR1,SH3PXD2B
GABBR1,SMARCC1
GABBR1,SMAD1
GABBR1,POLE4
GABBR1,PNP
GABBR1,FBXO22
GABBR1,NELFA
GABBR1,GSR
GABBR1,DR1
GABBR1,RPN2
GABBR1,CTSL
GABBR1,TPD52
GABBR1,SMC3
GABBR1,TNKS
GABBR1,COPA
GABBR1,ELL3
GABBR1,GORASP2
GABBR1,LAMA1
GABBR1,PRDX4
GABBR1,ZFHX3
GABBR1,CDK7
GABBR1,NFYC
GABBR1,KDM1A
GABBR1,CBX2
GABBR1,HDAC2
GABBR1,SETX
GABBR1,PDIA3
GABBR1,RANBP17
GABBR1,F3
GABBR1,ADAM23
GABBR1,ALDH2
GABBR1,RETREG1
GABBR1,SAP18
GABBR1,RPN1
GABBR1,KANSL3
GABBR1,CTSD
GABBR1,RAB11A
GABBR1,HELB
GABBR1,SURF4
GABBR1,ABHD5
GABBR1,ZFP819
GABBR1,ARPC2
GABBR1,RAB3IL1
GABBR1,LRPAP1
GABBR1,ARPC5
GABBR1,MAP1A
GABBR1,SSR3
GABBR1,AP2A2
GABBR1,SUPT5
GABBR1,SEC23A
GABBR1,ARFGAP1
GABBR1,AMFR
GABBR1,XBP1
GABBR1,ACP6
GABBR1,NUCB1
GABBR1,SLC25A4
GABBR1,GLO1
GABBR1,MBD2
GABBR1,TMED3
GABBR1,TFCP2L1
GABBR1,NFYB
GABBR1,MORC3
GABBR1,STT3A
GABBR1,BTAF1
GABBR1,SRI
GABBR1,PAFAH1B3
GABBR1,ITGA6
GABBR1,TDG
GABBR1,STARD10
GABBR1,STX3
GABBR1,RRN3
GABBR1,FRS2
GABBR1,BSG
GABBR1,PDK1
GABBR1,ADGRA2
GABBR1,BMP1
GABBR1,ITGAV
GABBR1,ASS1
GABBR1,BRD9
GABBR1,TIMP3
GABBR1,SIK1
GABBR1,CRTC3
GABBR1,ZFP281
GABBR1,ZCCHC24
GABBR1,TAF3
GABBR1,SEC24A
GABBR1,NCAPG
GABBR1,SLC7A6
GABBR1,CERS4
GABBR1,USP28
GABBR1,TEX264
GABBR1,CDK8
GABBR1,TCF3
GABBR1,NASP
GABBR1,AARS
GABBR1,ZFP143
GABBR1,SETDB1
GABBR1,P3H1
GABBR1,DROSHA
GABBR1,GCNT1
GABBR1,CALR
GABBR1,ARF4
GABBR1,ZFYVE21
GABBR1,FKBP5
GABBR1,SUMO2
GABBR1,UBA2
GABBR1,LRRC58
GABBR1,BEND5
GABBR1,GLMP
GABBR1,SNX7
GABBR1,APPBP2
GABBR1,MAX
GABBR1,METTL3
GABBR1,SLC9A6
GABBR1,RAD21
GABBR1,ELL2
GABBR1,TSPAN9
GABBR1,MMGT1
GABBR1,TMEM165
GABBR1,SUZ12
GABBR1,KDELR1
GABBR1,ELOB
GABBR1,CLN6
GABBR1,ARF1
GABBR1,TMED2
GABBR1,RBBP5
GABBR1,RAP1GDS1
GABBR1,SS18
GABBR1,SLC35F5
GABBR1,GSN
GABBR1,DGCR8
GABBR1,MTA2
GABBR1,DTX3L
GABBR1,SPOCK1
GABBR1,TALDO1
GABBR1,TM9SF3
GABBR1,LDLRAP1
GABBR1,CAR2
GABBR1,SELENOW
GABBR1,CD63
GABBR1,RRBP1
GABBR1,ILK
GABBR1,DDB1
GABBR1,PTP4A1
GABBR1,B4GALT1
GABBR1,TAX1BP3
GABBR1,SLC39A1
GABBR1,PARD6B
GABBR1,SH3GLB1
GABBR1,CDC73
GABBR1,PKNOX1
GABBR1,COPG1
GABBR1,PRKAA2
GABBR1,PRDM15
GABBR1,PLOD2
GABBR1,NCAPH2
GABBR1,LMF2
GABBR1,NONO
GABBR1,ZFP459
GABBR1,TGFBR3
GABBR1,SMAD2
GABBR1,RRAS2
GABBR1,WDR82
GABBR1,FAM114A1
GABBR1,TIMP2
GABBR1,KDM2B
GABBR1,MAPKAPK2
GABBR1,GFPT2
GABBR1,EZH2
GABBR1,ZFP57
GABBR1,ARHGEF28
GABBR1,GPX3
GABBR1,SOD1
GABBR1,FAM129B
GABBR1,AFF3
GABBR1,SLC16A1
GABBR1,HAP1
GABBR1,TPM4
GABBR1,CKAP4
GABBR1,MAN1A2
GABBR1,RER1
GABBR1,FUT9
GABBR1,CCDC88C
GABBR1,P3H2
GABBR1,RAD23B
GABBR1,DDX21
GABBR1,FRMD4A
GABBR1,SEC24D
GABBR1,ETV5
GABBR1,EPHA1
GABBR1,ZFP217
GABBR1,BAZ1B
GABBR1,TYRO3
GABBR1,KDM4C
GABBR1,NID1
GABBR1,MYH9
GABBR1,PTPN14
GABBR1,SUPT6
GABBR1,ERP29
GABBR1,TMEM59
GABBR1,DKC1
GABBR1,ADNP
GABBR1,GTF3C1
GABBR1,LYN
GABBR1,PCOLCE2
GABBR1,ANK
GABBR1,ZBTB44
GABBR1,FN1
GABBR1,RAF1
GABBR1,ARF5
GABBR1,MBNL2
GABBR1,CLCN5
GABBR1,CNOT3
GABBR1,HSPA4
GABBR1,ENOX1
GABBR1,ARL8A
GABBR1,SHTN1
GABBR1,DOCK5
GABBR1,VSIR
GABBR1,PRDX1
GABBR1,ZFP384
GABBR1,GFPT1
GABBR1,HSPG2
GABBR1,ARFIP1
GABBR1,SMARCAD1
GABBR1,SUMO1
GABBR1,E2F1
GABBR1,RIF1
GABBR1,TCF12
GABBR1,PARVA
GABBR1,PHF5A
GABBR1,PAF1
GABBR1,SORD
GABBR1,DRAM1
GABBR1,ANXA4
GABBR1,PHF19
GABBR1,ELL
GABBR1,CBX1
GABBR1,BCLAF3
GABBR1,B4GALNT4
GABBR1,PXDN
GABBR1,KCTD10
GABBR1,DNMT3B
GABBR1,ADAM19
GABBR1,MOV10
GABBR1,RUVBL2
GABBR1,FNDC3B
GABBR1,DPY30
GABBR1,KLHDC3
GABBR1,DICER1
GABBR1,KDM4A
GABBR1,KDM5A
GABBR1,CEMIP
GABBR1,SUPT16
GABBR1,FHDC1
GABBR1,ILDR1
GABBR1,DAB2
GABBR1,MPRIP
GABBR1,SFRP1
GABBR1,ZC3H11A
GABBR1,SHF
GABBR1,RXRA
GABBR1,P4HB
GABBR1,SSRP1
GABBR1,HSPB1
GABBR1,BMPER
GABBR1,PLOD3
GABBR1,NFYA
GABBR1,DCLK2
GABBR1,COL4A2
GABBR1,COL4A1
GABBR1,B2M
GABBR1,CHD4
GABBR1,SIRT6
GABBR1,RNF138
GABBR1,PLOD1
GABBR1,RBMXL2
GABBR1,PARP1
GABBR1,TBP
GABBR1,TET2
GABBR1,NCAPD3
GABBR1,CTSZ
GABBR1,SMARCA4
GABBR1,2410141K09RIK
GABBR1,SPNS2
GABBR1,MVB12B
GABBR1,EIF2S2
GABBR1,ZYX
GABBR1,NPM1
GABBR1,ZFP428
GABBR1,ARHGAP1
GABBR1,AEBP2
GABBR1,GDPD5
GABBR1,DPPA4
GABBR1,LRP2
GABBR1,CDH6
GABBR1,ARID3A
GABBR1,FKBP9
GABBR1,AMPD2
GABBR1,MYLPF
GABBR1,HS3ST1
GABBR1,SELENOM
GABBR1,RDM1
GABBR1,PHLDB2
GABBR1,MRAS
GABBR1,FUT8
GABBR1,ARHGEF5
GABBR1,APP
GABBR1,RBBP7
GABBR1,RUVBL1
GABBR1,MSL2
GABBR1,KLF5
GABBR1,SELENON
GABBR1,LAMC1
GABBR1,BRD4
GABBR1,UHRF1
GABBR1,MBD3
GABBR1,PURB
GABBR1,CLTC
GABBR1,HSP90AA1
GABBR1,EED
GABBR1,PLEKHF2
GABBR1,MYL6
GABBR1,WDR46
GABBR1,CDK9
GABBR1,NRF1
GABBR1,MOB3B
GABBR1,GALNT7
GABBR1,PTPN21
GABBR1,KMT2B
GABBR1,NMNAT2
GABBR1,NAA10
GABBR1,MAN1A
GABBR1,FGFR1
GABBR1,TGOLN1
GABBR1,BASP1
GABBR1,MED26
GABBR1,MED12
GABBR1,CHD1
GABBR1,APEX1
GABBR1,EMP2
GABBR1,STAG1
GABBR1,SRSF1
GABBR1,COL18A1
GABBR1,RYBP
GABBR1,HTATSF1
GABBR1,ATRX
GABBR1,APOBEC3
GABBR1,KDM2A
GABBR1,AGPAT4
GABBR1,TMEM150A
GABBR1,BAZ1A
GABBR1,TCF15
GABBR1,EP300
GABBR1,BMPR2
GABBR1,CALM1
GABBR1,PRSS35
GABBR1,KMT2C
GABBR1,COBL
GABBR1,WDR5
GABBR1,TLE4
GABBR1,SEMA4C
GABBR1,SAP30
GABBR1,CDC5L
GABBR1,RPP25
GABBR1,PDE4DIP
GABBR1,BNC2
GABBR1,CTCF
GABBR1,LPAR2
GABBR1,KDELR3
GABBR1,COL27A1
GABBR1,L1TD1
GABBR1,SETD1A
GABBR1,KMT2D
GABBR1,FGF10
GABBR1,AKT1
GABBR1,KRTCAP2
GABBR1,COBLL1
GABBR1,PFKP
GABBR1,MSH6
GABBR1,RBPJ
GABBR1,NR4A1
GABBR1,MSX2
GABBR1,SERBP1
GABBR1,GNB2
GABBR1,TAF1
GABBR1,SMARCA5
GABBR1,ESRRB
GABBR1,NUP210
GABBR1,E2F4
GABBR1,MCAM
GABBR1,SETD7
GABBR1,KHDC3
GABBR1,IGFBP2
GABBR1,HIRIP3
GABBR1,CBX8
GABBR1,ZBTB2
GABBR1,INO80
GABBR1,CTDSPL
GABBR1,CREBBP
GABBR1,JAM2
GABBR1,HIRA
GABBR1,UTF1
GABBR1,RARA
GABBR1,HDAC3
GABBR1,PHC1
GABBR1,PLA2G1B
GABBR1,CHD7
GABBR1,USP7
GABBR1,RCOR1
GABBR1,TDH
GABBR1,SMC1A
GABBR1,RARG
GABBR1,NCOR2
GABBR1,P3H4
GABBR1,LMNB1
GABBR1,SMAD3
GABBR1,SLC39A8
GABBR1,LAMB1
GABBR1,SMARCA2
GABBR1,GDF3
GABBR1,EPAS1
GABBR1,FXYD6
GABBR1,MKRN1
GABBR1,NR0B1
GABBR1,SNURF
GABBR1,SNRPN
GABBR1,CREB3
GABBR1,UPP1
GABBR1,FBLIM1
GABBR1,UTP14A
GABBR1,MCRS1
GABBR1,OBSL1
GABBR1,FGD1
GABBR1,ITPK1
GABBR1,PITPNC1
GABBR1,ALG13
GABBR1,KAT6B
GABBR1,UBQLN2
GABBR1,GNAS
GABBR1,TCEA3
GABBR1,NIPBL
GABBR1,EFEMP2
GABBR1,TMEM144
GABBR1,RBPMS2
GABBR1,KDM6A
GABBR1,FGF4
GABBR1,OGT
GABBR1,TXNDC12
GABBR1,SSR4
GABBR1,NODAL
GABBR1,FST
GABBR1,COMMD3
GABBR1,DAXX
GABBR1,MYBL2
GABBR1,GOT1
GABBR1,KDM5B
GABBR1,IFITM2
GABBR1,SRSF2
GABBR1,TCN2
GABBR1,FGF3
GABBR1,THAP11
GABBR1,MYMX
GABBR1,YY1
GABBR1,LRRC34
GABBR1,NCOR1
GABBR1,CHST15
GABBR1,SLC7A3
GABBR1,PRKCE
GABBR1,PTH1R
GABBR1,MSL1
GABBR1,TUBB2B
GABBR1,STAG2
GABBR1,FLRT3
GABBR1,HSP90AB1
GABBR1,PLAT
GABBR1,TET3
GABBR1,ETV4
GABBR1,SLC39A7
GABBR1,TGIF2
GABBR1,TENM4
GABBR1,LGALS3
GABBR1,TFE3
GABBR1,GGTA1
GABBR1,NOTUM
GABBR1,CBX3
GABBR1,N4BP3
GABBR1,MSL3
GABBR1,HNRNPL
GABBR1,ATF7IP
GABBR1,ZFX
GABBR1,PCBD1
GABBR1,REST
GABBR1,KLF2
GABBR1,EVA1A
GABBR1,GATA4
GABBR1,FABP3
GABBR1,BAZ2A
GABBR1,TRIM28
GABBR1,BMI1
GABBR1,NACC1
GABBR1,GLI2
GABBR1,ZFP979
GABBR1,GABARAP
GABBR1,HCFC1
GABBR1,GPC6
GABBR1,CHCHD10
GABBR1,DTX1
GABBR1,TRP53
GABBR1,ERAS
GABBR1,L3MBTL3
GABBR1,MCM2
GABBR1,EPOP
GABBR1,DUSP6
GABBR1,ZFP990
GABBR1,PDGFRA
GABBR1,CBX7
GABBR1,ZFP42
GABBR1,ST5
GABBR1,EHMT2
GABBR1,SALL4
GABBR1,JUN
GABBR1,RCC2
GABBR1,TRH
GABBR1,RASGRP2
GABBR1,GCNT2
GABBR1,IHH
GABBR1,ETV1
GABBR1,ERF
GABBR1,ZFP710
GABBR1,GSTA4
GABBR1,HEXIM1
GABBR1,HSF2BP
GABBR1,NANOG
GABBR1,LAMB2
GABBR1,PIPOX
GABBR1,POU5F1
GABBR1,SOX2
GABBR1,CBX5
GABBR1,FOXA2
GABBR1,CTBP2
GABBR1,RCN3
GABBR1,HMGA1B
GABBR1,HMGA1
GABBR1,UBTF
GABBR1,ZIC2
GABBR1,SIN3A
GABBR1,PML
GABBR1,FZD5
GABBR1,VAMP8
GABBR1,SLC15A1
GABBR1,IRF2BPL
GABBR1,SPARC
GABBR1,IFI30
GABBR1,SET
GABBR1,ZFP532
GABBR1,NR5A2
GABBR1,TET1
GABBR1,DUSP9
GABBR1,GATA6
GABBR1,SERPING1
GABBR1,DPPA2
GABBR1,TBX3
GABBR1,SPP1
GABBR1,PCGF2
GABBR1,SERPINH1
GABBR1,IFITM1
GABBR1,KLF4
GABBR1,OTX2
GABBR1,LTBP4
GABBR1,TDGF1
GABBR1,IER2
GABBR1,MYC
GABBR1,ZIC3
GABBR1,JARID2
GABBR1,KRT8
GABBR1,GLI1
GABBR1,CMKLR1
GABBR1,ANP32A
GABBR1,TGIF1
GABBR1,TCL1
GABBR1,MYCN
GABBR1,ARID1A
GABBR1,2200002D01RIK
GABBR1,SALL1
GABBR1,OOEP
GABBR1,ZMYND8
GABBR1,CRYAB
GABBR1,CCND1
GABBR1,FOXH1
GABBR1,OPLAH
GABBR1,PRDM14
GABBR1,PCOLCE
GABBR1,NOTCH4
GABBR1,HNF1B
GABBR1,BRD2
GABBR1,AU018091
GABBR1,KDM6B
GABBR1,DUSP27
GABBR1,SRGN
GABBR1,FAM25C
GABBR1,BMP4
GABBR1,NOS3
GABBR1,SEPT1
GABBR1,KRT17
GABBR1,GPA33
GABBR1,HKDC1
GATA4,GOT1
GATA4,TCF3
GATA4,SRSF1
GATA4,CPOX
GATA4,RDM1
GATA4,NUCB1
GATA4,VKORC1
GATA4,DERL1
GATA4,ARID1A
GATA4,SARAF
GATA4,MED26
GATA4,ELL2
GATA4,PLA2G15
GATA4,SERBP1
GATA4,PHF5A
GATA4,BRD9
GATA4,CLTC
GATA4,SELENOM
GATA4,DPY30
GATA4,SMARCA5
GATA4,INO80
GATA4,CBX3
GATA4,SLC16A1
GATA4,ZCCHC24
GATA4,UPP1
GATA4,PTP4A1
GATA4,SEC24A
GATA4,MTF2
GATA4,TAF3
GATA4,ARF4
GATA4,IMPDH2
GATA4,HDLBP
GATA4,TRIM28
GATA4,STT3A
GATA4,RAD21
GATA4,EZH2
GATA4,PDIA5
GATA4,HSPA4
GATA4,SLC39A8
GATA4,CBX5
GATA4,CALU
GATA4,E4F1
GATA4,VAMP3
GATA4,DNAJC10
GATA4,CBX2
GATA4,NELFA
GATA4,DUSP6
GATA4,SETD1A
GATA4,H13
GATA4,SEC23A
GATA4,RPN2
GATA4,MDN1
GATA4,SAP30
GATA4,SPNS2
GATA4,TFRC
GATA4,TLE4
GATA4,EP400
GATA4,HELB
GATA4,NCAPD3
GATA4,APEX1
GATA4,ATF7IP
GATA4,RAD23B
GATA4,SUZ12
GATA4,RRN3
GATA4,SMAD1
GATA4,GLO1
GATA4,FBXO22
GATA4,SEC11A
GATA4,CDC42SE2
GATA4,MPHOSPH8
GATA4,DDX21
GATA4,KDELR2
GATA4,PDIA3
GATA4,MARC2
GATA4,KLF2
GATA4,POFUT2
GATA4,XBP1
GATA4,MBD3
GATA4,FBRSL1
GATA4,GFPT1
GATA4,FHDC1
GATA4,ZBTB44
GATA4,TMOD3
GATA4,TMEM214
GATA4,SETX
GATA4,P4HB
GATA4,DROSHA
GATA4,ARF1
GATA4,RFFL
GATA4,IKBIP
GATA4,APAF1
GATA4,P3H2
GATA4,RPN1
GATA4,HIRA
GATA4,RANBP17
GATA4,TGIF2
GATA4,COLGALT1
GATA4,CREB3L2
GATA4,TMED10
GATA4,APPBP2
GATA4,CCDC88C
GATA4,KDELC2
GATA4,PXDN
GATA4,SERPINH1
GATA4,SDCBP
GATA4,COPB1
GATA4,TXNDC5
GATA4,APP
GATA4,GNA12
GATA4,PHC1
GATA4,GGA2
GATA4,ETV4
GATA4,ARPC5
GATA4,SOD1
GATA4,SETD7
GATA4,GPC6
GATA4,LMNB1
GATA4,P3H4
GATA4,FGFR1
GATA4,KLF5
GATA4,PWP1
GATA4,LAMA1
GATA4,ADAM10
GATA4,ITGAV
GATA4,P3H1
GATA4,CDC16
GATA4,TMEM165
GATA4,PITPNC1
GATA4,MYL6
GATA4,SRSF2
GATA4,RCOR1
GATA4,ZFHX3
GATA4,CPD
GATA4,PIPOX
GATA4,PDGFRA
GATA4,NCOR1
GATA4,ZFP57
GATA4,TPD52
GATA4,NOTUM
GATA4,SH3PXD2B
GATA4,CRTC3
GATA4,2410141K09RIK
GATA4,MYH9
GATA4,MKRN1
GATA4,BRD4
GATA4,HS3ST1
GATA4,GSR
GATA4,TPM4
GATA4,CREBBP
GATA4,DCLK2
GATA4,SH3GLB1
GATA4,IGFBP2
GATA4,PFKP
GATA4,B4GALNT4
GATA4,CBX8
GATA4,MAN1A
GATA4,LRRC58
GATA4,TIMP2
GATA4,RIF1
GATA4,GLDC
GATA4,PCGF2
GATA4,ARL8A
GATA4,ZIC2
GATA4,RPP25
GATA4,LRP2
GATA4,FUT9
GATA4,PCOLCE2
GATA4,N4BP3
GATA4,COL18A1
GATA4,GNPTAB
GATA4,SHTN1
GATA4,COL27A1
GATA4,PDE4DIP
GATA4,SPP1
GLI1,KANSL3
GLI1,KDM4C
GLI1,SOD1
GLI2,KANSL3
GLI2,KDM4C
GLI2,ATP6V0E
GMNN,ARHGAP29
GTF2B,RDM1
GTF2B,CTSL
GTF2B,HSP90AA1
GTF2B,PRDX1
GTF2B,SRSF2
GTF2B,SLC25A4
GTF2B,PNP
GTF2B,KLF2
GTF2B,PHF5A
GTF2B,HEXIM1
GTF2B,SMC3
GTF2B,SOD1
GTF2B,NPM1
GTF2B,CALR
GTF2B,CALM1
GTF2B,P4HB
GTF2B,KDM4C
GTF2B,IER2
GTF2B,KLF4
GTF2B,NSL1
GTF2B,NASP
GTF2B,P4HA1
GTF2B,HSP90AB1
GTF2B,SLC16A1
GTF2B,HSPB1
GTF2B,CBX5
GTF2B,SRSF1
GTF2B,TRIM28
GTF2B,HMGA1B
GTF2B,HMGA1
GTF2B,CBX3
GTF2B,CLTC
GTF2B,PTP4A1
GTF2B,JUN
GTF2B,EPAS1
GTF2B,SERBP1
GTF2B,HAP1
GTF2B,NRF1
GTF2B,PDIA3
GTF2B,TFCP2L1
GTF2B,MTF2
GTF2B,GSTA4
GTF2B,RAF1
GTF2B,SET
GTF2B,SAP18
GTF2B,TFRC
GTF2B,XBP1
GTF2B,FABP3
GTF2B,SOX2
GTF2B,KDM6A
GTF2B,B2M
GTF2B,BSG
GTF2B,APPBP2
GTF2B,ERP29
GTF2B,MBNL2
GTF2B,ASPH
GTF2B,FN1
GTF2B,HDLBP
GTF2B,ZBTB44
GTF2B,CDC5L
GTF2B,ZC3H11A
GTF2B,GFPT2
GTF2B,RTN3
GTF2B,SUMO2
GTF2B,PLOD1
GTF2B,UBA2
GTF2B,HSPA4
GTF2B,DDB1
GTF2B,SHF
GTF2B,OAT
GTF2B,MORC3
GTF2B,EP400
GTF2B,SMARCC1
GTF2B,EIF2S2
GTF2B,TXNDC12
GTF2B,EZH2
GTF2B,NCOR1
GTF2B,BTAF1
GTF2B,KDM5B
GTF2B,SUMO1
GTF2B,ASS1
GTF2B,POLE4
GTF2B,TMBIM6
GTF2B,NR4A1
GTF2B,RPN1
GTF2B,MED23
GTF2B,DPY30
GTF2B,PPIB
GTF2B,DDX21
GTF2B,RRN3
GTF2B,MED26
GTF2B,CDC16
GTF2B,GORASP2
GTF2B,UTP14A
GTF2B,ARF1
GTF2B,NFYC
GTF2B,ATP6V0A1
GTF2B,YEATS4
GTF2B,DDOST
GTF2B,TMED9
GTF2B,BMPR2
GTF2B,TLE4
GTF2B,GLO1
GTF2B,ETV5
GTF2B,RBBP7
GTF2B,FBXO22
GTF2B,MYL6
GTF2B,MPHOSPH8
GTF2B,GNAI3
GTF2B,CDC42SE2
GTF2B,KDM5A
GTF2B,RBBP5
GTF2B,FBRSL1
GTF2B,SSR3
GTF2B,CDC73
GTF2B,MSH2
GTF2B,WDR82
GTF2B,XRCC5
GTF2B,SUPT5
GTF2B,PLEKHF2
GTF2B,NELFA
GTF2B,RBMXL2
GTF2B,PAF1
GTF2B,ZFP143
GTF2B,PITPNC1
GTF2B,TBRG1
GTF2B,COPA
GTF2B,MSH6
GTF2B,BRD4
GTF2B,ZFP42
GTF2B,PRDX4
GTF2B,L1TD1
GTF2B,SMAD1
GTF2B,DUSP6
GTF2B,ARPC5
GTF2B,DNAJC3
GTF2B,IMPDH2
GTF2B,MYBL2
GTF2B,GOT1
GTF2B,TMEM165
GTF2B,GFPT1
GTF2B,STAG1
GTF2B,DGCR8
GTF2B,MAN1A
GTF2B,WDR11
GTF2B,ELL2
GTF2B,CST3
GTF2B,TBX3
GTF2B,PURB
GTF2B,ARFGAP1
GTF2B,SEC24A
GTF2B,TRP53
GTF2B,SMARCA4
GTF2B,ITGB1
GTF2B,KAT8
GTF2B,ARF4
GTF2B,JARID2
GTF2B,RBPJ
GTF2B,TMEM30A
GTF2B,TMEM214
GTF2B,OGT
GTF2B,DR1
GTF2B,TUBB2B
GTF2B,KDELR2
GTF2B,KMT2D
GTF2B,SNX2
GTF2B,SELENOW
GTF2B,ZFP217
GTF2B,RAD21
GTF2B,SS18
GTF2B,RRBP1
GTF2B,CALU
GTF2B,B4GALT1
GTF2B,ARHGAP29
GTF2B,ARPC2
GTF2B,SSRP1
GTF2B,CBX1
GTF2B,NFYB
GTF2B,EED
GTF2B,NCAPG
GTF2B,PLOD2
GTF2B,MYMX
GTF2B,RRAS2
GTF2B,YY1
GTF2B,RAD23B
GTF2B,LRPAP1
GTF2B,WDR5
GTF2B,RYBP
GTF2B,LRRC58
GTF2B,FNDC3B
GTF2B,MSL2
GTF2B,LAMP1
GTF2B,HNRNPL
GTF2B,GTF3C1
GTF2B,ALDH2
GTF2B,CARHSP1
GTF2B,KDM1A
GTF2B,DMAP1
GTF2B,E4F1
GTF2B,MFSD1
GTF2B,TGOLN1
GTF2B,SSR1
GTF2B,PSEN1
GTF2B,CDK7
GTF2B,DNAJC10
GTF2B,MARC2
GTF2B,ZFP428
GTF2B,MBD3
GTF2B,TAF3
GTF2B,TMED10
GTF2B,TIMP3
GTF2B,FKBP5
GTF2B,CTR9
GTF2B,IGFBP2
GTF2B,SLC39A7
GTF2B,SURF4
GTF2B,ERF
GTF2B,SMARCAD1
GTF2B,SMARCA5
GTF2B,AGPAT4
GTF2B,GNAS
GTF2B,HDAC1
GTF2B,GSR
GTF2B,PDK1
GTF2B,TAX1BP3
GTF2B,ZFP322A
GTF2B,NANOG
GTF2B,MYH9
GTF2B,PDIA6
GTF2B,SIRT6
GTF2B,ARID1A
GTF2B,MDN1
GTF2B,LRRC59
GTF2B,KANSL3
GTF2B,NIPBL
GTF2B,USP7
GTF2B,SPARC
GTF2B,ATRX
GTF2B,SELENOS
GTF2B,SIK1
GTF2B,ITGAV
GTF2B,TM9SF3
GTF2B,FBXW8
GTF2B,CPOX
GTF2B,HDAC2
GTF2B,BRD9
GTF2B,LMNB1
GTF2B,STT3A
GTF2B,ZFP532
GTF2B,FGF4
GTF2B,UBQLN2
GTF2B,CHD4
GTF2B,PARP1
GTF2B,CTSD
GTF2B,MKRN1
GTF2B,LAMC1
GTF2B,METTL3
GTF2B,COTL1
GTF2B,DPF2
GTF2B,PTPN21
GTF2B,DERL1
GTF2B,INO80
GTF2B,ZBTB2
GTF2B,OSBP
GTF2B,MAPK8
GTF2B,HIRA
GTF2B,MED1
GTF2B,PFKP
GTF2B,CREB3L2
GTF2B,STAT3
GTF2B,SAP30
GTF2B,KDM2A
GTF2B,SUPT16
GTF2B,GNB2
GTF2B,TAF2
GTF2B,SEC11A
GTF2B,RBPMS2
GTF2B,DARS
GTF2B,APEX1
GTF2B,SUZ12
GTF2B,BAZ1B
GTF2B,TDH
GTF2B,MCM2
GTF2B,EP300
GTF2B,DCTPP1
GTF2B,TIMP2
GTF2B,COPG1
GTF2B,KLF5
GTF2B,TRAM1
GTF2B,ZYX
GTF2B,SMAD3
GTF2B,TET2
GTF2B,RNF2
GTF2B,SETX
GTF2B,PDIA5
GTF2B,IFI30
GTF2B,TDG
GTF2B,FUT8
GTF2B,ADNP
GTF2B,MCRS1
GTF2B,CHD1
GTF2B,NFYA
GTF2B,H13
GTF2B,ZFP281
GTF2B,GLDC
